职位,薪资,学历,经验,公司,城市,领域,规模,性质,区域,商圈,纬度,经度,技能列表,福利列表,薪资类型,平均薪资（元）
人事行政专员HR,4-5K,高中,1年以内,德铂仕电子商务,揭阳,电子商务,100-499人,不需要融资,榕城区,天福东路,23.535316,116.391707,人事 可兼职,"['年终奖', '节假日加班费', '包吃', '团建聚餐', '通讯补贴', '节日福利', '工龄奖', '宿舍有空调', '绩效奖金', '包住', '保底工资', '加班补助', '零食下午茶', '生日福利', '底薪加提成', '有无线网', '全勤奖', '企业年金', '员工旅游', '带薪年假']",月薪,4500.0
行政人事助理hr 周末双休,5-6K,大专,经验不限,中国人寿大厦,杭州,保险,1000-9999人,已上市,上城区,望江,30.249026,120.210999,人力/财务/行政/法务 制度制定及落地优化 销售 招聘与配置 人力资源/管理类专业,"['员工旅游', '节日福利', '生日福利', '年终奖', '补充医疗保险', '团建聚餐', '零食下午茶', '有无线网', '带薪年假', '意外险', '保底工资', '绩效奖金', '全勤奖', '工龄奖', '底薪加提成']",月薪,5500.0
人事HR招募,3-6K,大专,1年以内,中国人寿,成都,保险,10000人以上,已上市,青羊区,八宝街,30.671833,104.064532,培训实施 人力/财务/行政/法务 人事档案管理 人力资源/管理类专业,"['年终奖', '员工旅游', '生日福利', '补充医疗保险', '意外险', '团建聚餐', '带薪年假', '底薪加提成', '零食下午茶', '有无线网', '全勤奖', '节日福利', '五险一金', '绩效奖金']",月薪,4500.0
人事HR,4-7K,大专,经验不限,中国人寿综合金融,天津,保险,10000人以上,已上市,河西区,佟楼,39.106894,117.204113,人事档案管理 制度制定及落地优化 劳动关系办理 考勤管理 绩效考核管理 人力/财务/行政/法务 客服 教育培训 金融 销售 人力资源/管理类专业 精通人力相关法规政策 人力资源管理师持证 销售人事/销售从业经验,"['零食下午茶', '补充医疗保险', '全勤奖', '员工旅游', '交通补助', '定期体检', '通讯补贴', '餐补', '带薪年假', '节日福利', '年终奖']",月薪,5500.0
早九晚六人事岗来喽双休不加班！！！H,4-6K,大专,经验不限,河北鸿联九五,石家庄,通信/网络设备,1000-9999人,不需要融资,桥西区,维明,38.032066,114.476731,双休五险 早九晚六 不接受居家办公 薪资高待遇好 到点下班不加班,"['团建聚餐', '加班补助', '绩效奖金', '交通补助', '五险一金', '餐补', '零食下午茶', '带薪年假', '住房补贴', '年终奖', '生日福利', '全勤奖', '节日福利', '通讯补贴', '底薪加提成', '保底工资', '定期体检', '员工旅游']",月薪,5000.0
部门招人事助理双休,3-6K,高中,经验不限,中国人寿,福州,保险,10000人以上,已上市,台江区,台江万达,26.053036,119.339338,接受实习/在校生投递 绩效考核管理 不接受居家办公 人力/财务/行政/法务 销售人事/销售从业经验 人事档案管理 销售 招聘与配置 金融,"['绩效奖金', '保底工资', '年终奖', '通讯补贴', '团建聚餐', '节日福利', '企业年金', '生日福利', '底薪加提成', '补充医疗保险', '带薪年假', '有无线网', '定期体检', '意外险', '员工旅游']",月薪,4500.0
人事hr,4-5K,高中,经验不限,优联文化传媒,宜宾,广播/影视,20-99人,不需要融资,叙州区,东方时代广场,28.744086,104.627204,无,"['零食下午茶', '高温补贴', '定期团建', '节日福利', '通讯补贴', '交通补助', '住房补贴', '团建聚餐', '生日福利', '餐补', '员工旅游', '有无线网', '下午茶']",月薪,4500.0
招人事+无责底薪+提供住宿,5-7K,本科,经验不限,尊途,石家庄,互联网,100-499人,未融资,桥西区,平安南大街,38.039426,114.507075,无,"['交通补助', '工龄奖', '节日福利', '零食下午茶', '全勤奖', '住房补贴', '员工旅游', '绩效奖金', '餐补', '生日福利', '底薪加提成', '包住', '宿舍有空调', '团建聚餐', '保底工资', '有无线网', '年终奖', '定期体检']",月薪,6000.0
人事hr,4-5K,本科,1-3年,忻州市山河云推数...,忻州,互联网,20-99人,未融资,忻府区,忻州,38.448002,112.741394,无,"['绩效奖金', '团建聚餐', '年终奖', '餐补', '底薪加提成', '生日福利', '全勤奖', '五险一金', '节日福利', '保底工资', '零食下午茶']",月薪,4500.0
早九晚六人事岗,3-4K,高中,1-3年,晋中诚拓奕科技,太原,互联网,20-99人,,小店区,学府街,37.793019,112.563195,无,[],月薪,3500.0
【坂田/布吉】急招行政人事岗助理,5-8K,大专,经验不限,深圳乐有家控股集团,深圳,房地产中介/租赁,1000-9999人,不需要融资,龙岗区,坂田,22.619476,114.077847,不接受居家办公 培训实施 劳动关系办理 房地产/建筑 人事专员 招聘与配置 五险一金 考勤管理 人力/财务/行政/法务 销售人事/销售从业经验 企业文化建设 销售 互联网运营 人力资源 人力资源/管理类专业,"['导师1V1带教', '部分提供住宿', '生日福利', '节日福利', '带薪年假', '保底工资', '绩效奖金', '五险一金']",月薪,6500.0
居家人事 2-5k,2-5K,学历不限,经验不限,零壹时代,石家庄,广播/影视,20-99人,未融资,,,38.023964,114.544882,接受居家办公,"['宿舍有空调', '包住', '团建聚餐']",月薪,3500.0
在线寻找一位HR搭子/带薪摸鱼+五险,3-5K,学历不限,经验不限,河北顺诺,石家庄,食品/饮料/烟酒,500-999人,不需要融资,裕华区,怀特,38.022686,114.524345,人力/财务/行政/法务,"['员工旅游', '生日福利', '全勤奖', '团建聚餐', '带薪年假', '五险一金', '底薪加提成', '节日福利', '绩效奖金', '保底工资', '免费工装', '年终奖', '有无线网']",月薪,4000.0
人事专员hr,4-9K,大专,1-3年,拾八文化传媒,邢台,文化艺术/娱乐,20-99人,不需要融资,信都区,守敬北路,37.075477,114.48125,线下零售 综合人力部门 不接受居家办公 企业服务 公司人力资源部门 猎头经验 高管招聘经验 其他行业,"['法定节假日三薪', '绩效奖金', '餐补', '包吃', '宿舍有空调', '生日福利', '有无线网', '零食下午茶', '团建聚餐', '住房补贴', '全勤奖', '带薪年假', '工龄奖', '包住', '节日福利', '保底工资', '底薪加提成', '五险一金']",月薪,6500.0
5K急招人事一名,5-6K,学历不限,经验不限,华馨雅韵公会,石家庄,文化艺术/娱乐,1000-9999人,未融资,裕华区,万达广场,38.022091,114.560101,招聘与配置,"['有无线网', '节日福利', '零食下午茶', '生日福利', '住房补贴', '餐补', '包住', '保底工资', '宿舍有空调', '包吃', '全勤奖', '团建聚餐']",月薪,5500.0
HR人事专员双休,3-6K,大专,1-3年,中易信,菏泽,银行,20-99人,A轮,牡丹区,中央公馆,35.250437,115.496607,不接受居家办公,"['团建聚餐', '生日福利', '全勤奖', '保底工资', '零食下午茶', '绩效奖金', '意外险', '年终奖', '有无线网', '节日福利', '定期体检', '底薪加提成', '住房补贴', '通讯补贴', '员工旅游']",月薪,4500.0
招人事专员/有专人带,4-8K,高中,经验不限,武汉京京家政服务,赣州,家政服务,100-499人,,章贡区,章江南,25.818405,114.935947,人力外包公司 团队搭建经验 其他行业 HRBP 不接受居家办公,"['住房补贴', '全勤奖', '节假日加班费', '加班补助', '底薪加提成', '保底工资', '绩效奖金']",月薪,6000.0
包住文员招聘专员人事专员,3-4K,学历不限,经验不限,鑫丰辉创,石家庄,酒店/民宿,0-20人,,裕华区,谈固,38.010388,114.554177,接受无招商经验 不需长期出差 接受无销售经验,[],月薪,3500.0
万家丽前台人事岗双休＋五险一金,3-8K,大专,经验不限,大邦办集团,长沙,财务/审计/税务,100-499人,未融资,芙蓉区,马王堆,28.197622,113.04014,考勤管理 人力/财务/行政/法务 销售人事/销售从业经验 人事档案管理 招聘与配置 人力资源/管理类专业,"['企业年金', '五险一金', '员工旅游', '有无线网', '工龄奖', '团建聚餐', '通讯补贴', '带薪年假', '绩效奖金', '保底工资', '生日福利', '节日福利', '全勤奖', '年终奖', '零食下午茶', '底薪加提成']",月薪,5500.0
人事+不加班+快乐搭子2名,5-6K,学历不限,经验不限,河北御尚健,石家庄,培训/辅导机构,100-499人,,桥西区,海悦天地,38.031337,114.484099,无,[],月薪,5500.0
人事hr,5-7K,大专,1-3年,厚墩墩,合肥,培训/辅导机构,100-499人,未融资,蜀山区,二环路,31.815905,117.23596,无,"['零食下午茶', '全勤奖', '工龄奖', '保底工资', '绩效奖金', '年终奖']",月薪,6000.0
招人事  早九晚五点半/社保,5-6K,大专,1-3年,启航事业部,绍兴,银行,500-999人,,越城区,镜湖,30.036817,120.588812,无,"['员工旅游', '节日福利', '团建聚餐', '生日福利', '通讯补贴', '有无线网', '住房补贴', '全勤奖', '带薪年假', '零食下午茶', '五险一金', '餐补', '定期体检', '高温补贴', '年终奖', '底薪加提成', '交通补助']",月薪,5500.0
hr人事专员,6-7K,高中,1-3年,重庆龙潇潇科技,重庆,新能源汽车,20-99人,未融资,沙坪坝区,小龙坎,29.536674,106.466492,客服 培训实施 五险一金及其他福利管理 人力/财务/行政/法务 薪资核算 企业文化建设 教育培训 招聘与配置 重工/纺织/食品等制造业 金融,"['节日福利', '有无线网', '全勤奖', '免费班车', '意外险', '保底工资', '底薪加提成', '绩效奖金']",月薪,6500.0
人事专员 HR,3-4K,大专,1年以内,广州市十分嘉供应...,广州,新零售,100-499人,A轮,番禺区,广州南站,22.985591,113.279327,综合人力部门 团队搭建经验 管理经验 公司人力资源部门 人力外包公司,"['通讯补贴', '五险一金', '保底工资', '包住', '加班补助', '团建聚餐', '生日福利', '餐补', '底薪加提成', '绩效奖金', '有无线网', '节日福利', '宿舍有空调']",月薪,3500.0
HR人事专员,4-6K,中专/中技,经验不限,维耶斯进出口,邯郸,进出口贸易,0-20人,不需要融资,邯山区,文化宫,36.603693,114.48836,周末双休 带薪年假 绩效奖金 朝九晚六,"['意外险', '五险一金', '有无线网', '带薪年假', '全勤奖', '通讯补贴', '绩效奖金', '员工旅游']",月薪,5000.0
台球助教 人事,4-9K,学历不限,经验不限,万球汇(桥西店),石家庄,体育,20-99人,,桥西区,维明,38.022368,114.451926,无销售性质 可兼职,"['宿舍有空调', '保底工资', '免费工装', '有无线网', '交通补助', '包吃', '包住', '工龄奖', '全勤奖', '绩效奖金', '生日福利', '节日福利', '带薪年假', '底薪加提成', '意外险']",月薪,6500.0
人事5K 不直播,5-10K,学历不限,经验不限,祥星文化,石家庄,文化艺术/娱乐,20-99人,不需要融资,桥西区,平安南大街,38.042578,114.506979,无,"['生日福利', '保底工资', '带薪年假', '宿舍有空调', '员工旅游', '团建聚餐', '节日福利', '包吃', '包住', '有无线网']",月薪,7500.0
博物馆附近 前台人事4k,4-5K,学历不限,经验不限,石家庄腾柏,石家庄,批发/零售,100-499人,,长安区,省博物馆,38.047012,114.521793,无,"['宿舍有空调', '团建聚餐', '底薪加提成', '保底工资', '五险一金', '包住']",月薪,4500.0
招人事专员,4-5K,中专/中技,经验不限,东河区神州伙伴网...,包头,通信/网络设备,100-499人,,青山区,南市场,40.672467,109.879725,无,[],月薪,4500.0
5000人事+免费住宿+无经验,4-8K,学历不限,经验不限,驰城,石家庄,大数据,100-499人,,长安区,建华,38.042913,114.548246,人事档案管理 可实习 有人带 免费,"['包住', '保底工资', '宿舍有空调', '五险一金', '绩效奖金', '全勤奖']",月薪,6000.0
HR人事招聘岗位＋接受实习,6-10K,大专,经验不限,泰盈科技集团,合肥,互联网,10000人以上,D轮及以上,包河区,滨湖世纪,31.751619,117.284187,不接受居家办公 法休 提供住宿,"['定期体检', '员工旅游', '团建聚餐', '提供住宿', '全勤奖', '意外险', '宿舍有空调', '绩效奖金', '五险一金', '补充医疗保险', '有无线网', '零食下午茶', '生日福利', '提供餐食', '节日福利', '底薪加提成', '法定节假日三薪']",月薪,8000.0
HR人事岗（住宿补贴/五险）接受小白无经验,6-9K,本科,经验不限,翰格文化,广州,人力资源服务,100-499人,不需要融资,天河区,石牌,23.132755,113.330333,师傅1V1带教 福利待遇丰厚 教育培训 Boss 官方推荐 晋升机制完善,"['通讯补贴', '底薪加提成', '交通补助', '节日福利', '宿舍有空调', '年终奖', '绩效奖金', '五险一金', '团建聚餐', '包住', '社保', '生日福利', '加班补助']",月薪,7500.0
招人事文员，早八晚五,4-5K,中专/中技,1-3年,威海失眠山海火锅餐饮,威海,餐饮,0-20人,,环翠区,威高广场,37.504946,122.120609,人力外包公司 公司人力资源部门 猎头经验 其他行业 综合人力部门 不接受居家办公,[],月薪,4500.0
人事行政hr,19-24K,本科,1-3年,大兮科技,香港,人工智能,100-499人,不需要融资,,,22.279985,114.160755,招聘与配置,"['宿舍有空调', '包住', '团建聚餐', '绩效奖金', '带薪年假', '全勤奖', '法定节假日三薪', '意外险', '包吃', '员工旅游', '工龄奖', '节假日加班费', '加班补助', '夜班补助', '五险一金', '年终奖', '定期体检', '餐补', '补充医疗保险', '零食下午茶']",月薪,21500.0
底薪6千人事HR,6-8K,大专,1-3年,湘融创盛咨询有限公司,长沙,投资/融资,20-99人,不需要融资,岳麓区,洋湖垸,28.127711,112.944594,团队搭建经验 不接受居家办公 公司人力资源部门 金融,"['保底工资', '有无线网', '全勤奖', '底薪加提成', '住房补贴', '绩效奖金', '员工旅游', '工龄奖', '带薪年假', '餐补', '零食下午茶', '团建聚餐']",月薪,7000.0
传媒人事岗（超高提成）五险一金,6-11K,大专,1-3年,重庆漫天星辰文化传媒,重庆,企业服务,100-499人,不需要融资,,,29.582911,106.56566,抖音 招聘 主播招聘 传媒,"['五险一金', '有无线网', '节日福利', '交通补助', '加班补助', '零食下午茶', '带薪年假', '全勤奖', '底薪加提成', '绩效奖金', '团建聚餐', '保底工资', '生日福利', '夜班补助']",月薪,8500.0
招人事行政专员，独立办公室，九墩塘上班,4-6K,大专,1年以内,安徽奇正健康管理公司,六安,医疗服务,100-499人,未融资,裕安区,明珠步行街,31.757737,116.496831,招聘与配置,"['年终奖', '员工旅游', '宿舍有空调', '生日福利', '有无线网', '基金奖励', '团建聚餐', '底薪加提成', '保底工资', '绩效奖金', '五险', '拓展培训', '定期体检', '提供住宿', '节日福利', '礼金']",月薪,5000.0
